Year of last filed report / L'année de la déclaration la plus récente;NPRI ID / ID INRP;Company Name / Raison Sociale;Facility Name / Nom de l'installation;Address line 1 / Première ligne d’adresse;Address line 2 / Deuxième ligne d’adresse;City / Ville;Province / Province;Postal Code / Code postal;Physical Land Survey Description / Description de l'arpentage;Physical National Topographical Description / Description topographique nationale;Latitude / Latitude;Longitude / Longitude;Datum / Datum;Key Industrial Sector Code / Code des Secteurs industriels clés;Key Industrial Sector (English) / Secteurs industriels clés (Anglais);Key Industrial Sector (French) / Secteurs industriels clés (Français);Census Sub Division Unique ID / No unique de la Subdivision de recensement (SDR);Census Sub Division / Nom de la Subdivision de recensement (SDR);Census Metropolitan Area Unique ID / No unique de la Région métropolitaine de recensement;Census Metropolitan Area / Nom de la Région métropolitaine de recensement;Economic Region Unique ID / No unique de la Région économique;Economic Region Name / Nom de la  Région économique;Unique Ecozone ID / No unique de l’Écozone;English Ecozone Name / Nom englais de l’Écozone;French Ecozone Name / Nom français de l’Écozone;Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC);Major Drainage Area English Name / Nom englais de l’aire de drainage principale ;Major Drainage Area French Name / Nom français de l’aire de drainage principale 
2014;1125;Bell Helicopter Textron Canada Ltd.;BELL HELICOPTER TEXTRON CANADA LIMITÉE;12800 de l'Avenir;;Mirabel;QC;J7J1R4;;;45.6878;-73.9312;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2474005;Mirabel;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1136;Bombardier Inc.;Usine St-Laurent;1800 Marcel-Laurin;;Saint-Laurent;QC;H4R1K2;;;45.5139;-73.7;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;1143;MINES AURBEC INC.;MINE GÉANT DORMANT;km - 118 109 Route;;Amos;QC;J9T3A3;;;49.1314;-77.9744;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2499060;Baie-James;;;2490;Nord-du-Québec;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2014;1168;Textiles Montery (1996);Textiles Monterey;2575 St-Joseph;;Drummondville;QC;J2B6X1;;;45.8672;-72.4853;1983;6;Other Manufacturing;Autres fabrication;2449058;Drummondville;447;Drummondville;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2003;1192;CASCADES INC.;DÉSENCRAGE C.M.D.;702 Notre-Dame;;Cap de la Madeleine;QC;G8T 7W1;;;46.3717;-72.4967;1983;14;Pulp and Paper;Pâte à papier et papier;2437067;Trois-Rivières;442;Trois-Rivières;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1195;Domtar Inc.;Domtar Usine de Windsor;609 rang 12;;Windsor;QC;J1S2L9;;;45.5542;-71.9958;1983;14;Pulp and Paper;Pâte à papier et papier;2442088;Windsor;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1234;Garant GP;Garant;375  St-François Chemin Ouest;;Saint-François;QC;G0R3A0;;;46.8888;-70.7077;1983;5;Iron and Steel;Fer et acier;2418060;Saint-François-de-la-Rivière-du-Sud;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1263;Sonoco Flexible Packaging Canada Corp.;Usine de fabrication d'emballages flexibles;100 Langlois Rue;;Terrebonne;QC;J6W 1K8;;;45.6982;-73.624;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2464008;Terrebonne;462;Montréal;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1274;Garaga Inc.;Nouvelle Usine de St Georges de Beauce;8500 25e Avenue;;Saint-Georges;QC;G6A1K5;;;46.1423;-70.6723;1983;6;Other Manufacturing;Autres fabrication;2429073;Saint-Georges;428;Saint-Georges;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1307;Goodyear Canada Inc.;Usine Goodyear de Valleyfield;2600 Monseigneur Langlois;;Salaberry-de-Valleyfield;QC;J6S5G6;;;45.2708;-74.1083;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2470052;Salaberry-de-Valleyfield;465;Salaberry-de-Valleyfield;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2012;1325;VEYANCE TECHNOLOGIES CANADA INC.;USINE DE QUÉBEC;1195 Taillon;;Québec;QC;G1N3V2;;;46.8017;-71.2533;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2423027;Québec;421;Québec;2420;Capitale-Nationale;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1329;Veyance Technologies Canada inc.;Usine Granford;127 rang Parent;;St-Alphonse de Granby;QC;J0E2A0;;;45.342;-72.8306;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2447010;Saint-Alphonse;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;1397;HARSCO METALS;ISPAT SIDBEC-CONTRECOEUR;3500 Marie Victorin Boulevard;;Contrecoeur;QC;J0L1C0;;;45.8392;-73.2633;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2459035;Contrecoeur;454;Sorel-Tracy;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;1406;H.L. BLACHFORD LTD.;MONTREAL;977 Lucien-L'Allier;;Montréal;QC;H3G2C3;;;45.495;-73.5716;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2011;1443;HYDRO-QUÉBEC;CENTRALE DE TRACY;12125 Boulevard Marie-Victorin;;Tracy;QC;J3P5N3;;;45.9972;-73.1722;1983;4;Electricity;Électricité;2453052;Sorel-Tracy;454;Sorel-Tracy;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1445;Hydro-Québec;Centrale nucléaire Gentilly II;4900 Bécancour Boulevard;;Bécancour;QC;G9H3X3;;;46.3944;-72.3542;1983;4;Electricity;Électricité;2438010;Bécancour;442;Trois-Rivières;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1447;IBM Canada;IBM Canada Ltée, Bromont;23  de l'Aéroport;;Bromont;QC;J2L1A3;;;45.2963;-72.7204;1983;6;Other Manufacturing;Autres fabrication;2447005;Bromont;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1482;Sapa Canada, Inc.;Sapa Canada - Montreal;325 Avro;;Pointe-Claire;QC;H9R5W3;;;45.468;-73.7963;1983;6;Other Manufacturing;Autres fabrication;2466097;Pointe-Claire;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1484;Stella-Jones Inc.;Usine de Tracy;2210 Saint-Roch;;Tracy;QC;J3R3L2;;;46.0287;-73.1346;1983;19;Wood Products;Produits en bois;2453052;Sorel-Tracy;454;Sorel-Tracy;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1492;Arkema Canada Inc.;Usine de Bécancour;655 Alphonse-Deshaies Boulevard;;Bécancour;QC;G9H2Y8;;;46.3841;-72.3735;1983;3;Chemicals;Produits chimiques;2438010;Bécancour;442;Trois-Rivières;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1525;Société en commandite Papier Masson WB;Société en commandite Papier Masson WB;2 Montréal;;Gatineau;QC;J8M2E1;;;45.5417;-75.425;1983;14;Pulp and Paper;Pâte à papier et papier;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1528;Fortress Cellulose Spécialisée;Usine de Thurso;451 Victoria;;Thurso;QC;J0X3B0;;;45.5985;-75.2562;1983;14;Pulp and Paper;Pâte à papier et papier;2480050;Thurso;;;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1561;KRONOS Canada, Inc.;KRONOS Canada, Inc.;3390  Marie-Victorin Route;;Varennes;QC;J3X1T4;;;45.7125;-73.425;1983;3;Chemicals;Produits chimiques;2459020;Varennes;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2010;1564;LAB CHRYSOTILE;LAB CHRYSOTILE - THETFORD MINES;112 Route;;Thetford Mines;QC;G6H2M9;;;46.0792;-71.2917;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2431084;Thetford Mines;430;Thetford Mines;2425;Chaudière - Appalaches;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1565;Laboratoires Choisy Ltée.;LABORATOIRES CHOISY LTÉE - LOUISEVILLE;390  St-Laurent;;Louiseville;QC;J5V2L7;;;46.2566;-72.9311;1983;3;Chemicals;Produits chimiques;2451015;Louiseville;;;2470;Mauricie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1608;IAMGOLD Corporation;La mine Doyon;2 Arthur Doyon Chemin;;Preissac;QC;J0Y 2E0;;;48.2526;-78.4354;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2488090;Preissac;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1611;Glencore Canada Corporation;Mine Matagami;500 Industriel Boulevard;;Matagami;QC;J0Y 2A0;;;49.7272;-77.7456;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2499015;Matagami;;;2490;Nord-du-Québec;6;Boreal Shield;Bouclier boréal;3;Northern Québec and Labrador Drainage Area;Aire de drainage du Nord du Québec et du Labrador
2014;1623;Teledyne Dalsa Semiconducteur Inc.;DALSA SEMICONDUCTOR - BROMONT;18 de l'Aeroport;;Bromont;QC;J2L1S7;;;45.2987;-72.7142;1983;6;Other Manufacturing;Autres fabrication;2447005;Bromont;450;Granby;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1639;Molson Canada 2005;Brasserie de Montréal;1555 Notre-Dame;;Montréal;QC;H2L2R5;;;45.5187;-73.548;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;1648;SOLUTIA CANADA;PRODUITS CHIMIQUES;6800 rue St-Patrick;;LaSalle;QC;H8N2H3;;;45.4538;-73.6188;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1681;Arclin Canada Ltd.;Arclin Canada Ltée - Ste Therese;100 Blanchard;;Sainte-Thérèse;QC;J7E4R9;;;45.6339;-73.8398;1983;3;Chemicals;Produits chimiques;2473010;Sainte-Thérèse;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;1745;NORBORD INC;DIVISION VAL D'OR;1 des Panneaux Rue;;Val-d'Or;QC;J9P7A1;;;48.1167;-77.7807;1983;19;Wood Products;Produits en bois;2489008;Val-d'Or;480;Val-d'Or;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2014;1748;Norbord inc;Division La Sarre;210 9ième Avenue;;La Sarre;QC;J9Z2X5;;;48.8;-79.1917;1983;19;Wood Products;Produits en bois;2487090;La Sarre;;;2465;Abitibi - Témiscamingue;6;Boreal Shield;Bouclier boréal;4;Southwestern Hudson Bay Drainage Area;Aire de drainage du sud-ouest de la baie d'Hudson
2002;1802;HYDRO AGRI CANADA S.E.C.;;6000 St-Patrick;;Montréal;QC;H4E 1B3;;;45.4593;-73.6061;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1816;Osram Sylvania;Osram Sylvania Ltée;1  Sylvan;;Drummondville;QC;J2C2S8;;;45.8733;-72.4986;1983;6;Other Manufacturing;Autres fabrication;2449058;Drummondville;447;Drummondville;2433;Centre-du-Québec;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;1858;OWENS CORNING INSULATING SYSTEMS CANADA LP;CANDIAC PLANT;131 Boul.Montcalm Nord;;Candiac;QC;J5R3L7;;;45.3972;-73.5186;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2467020;Candiac;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1872;Cascades Canada ULC.;NORAMPAC CABANO UNE DIVISION DE CASCADES CANADA inc;520  Commerciale Nord;;Temiscouata-sur-le-Lac;QC;G0L 1E0;;;47.67;-68.8625;1983;14;Pulp and Paper;Pâte à papier et papier;2413070;Cabano;;;2415;Bas-Saint-Laurent;7;Atlantic Maritime;Maritime de l'Atlantique;1;Maritime Provinces Drainage Area;Aire de drainage des provinces Maritimes
2014;1875;PRODUITS KRUGER s.e.c.;Produits Kruger s.e.c.;100  1 ère avenue Avenue;;Crabtree;QC;J0K1B0;;;45.9633;-73.47;1983;14;Pulp and Paper;Pâte à papier et papier;2461013;Crabtree;;;2450;Lanaudière;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1878;Produits Kruger s.e.c.;Fabrication région Est, Sherbrooke;2888 du Collège;;Sherbrooke;QC;J1M1Z4;;;45.3667;-71.8542;1983;14;Pulp and Paper;Pâte à papier et papier;2443027;Sherbrooke;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1922;General Cable Co;St. Jerome Plant;800 de la rivière du nord;;St. Jerome;QC;J7Y5G2;;;45.775;-74.025;1983;6;Other Manufacturing;Autres fabrication;2475017;Saint-Jérôme;462;Montréal;2455;Laurentides;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1961;Pratt & Whitney Canada Inc.;Établissement 01;1000 Marie-Victorin;;Longueuil;QC;J4G1A1;;;45.5531;-73.495;1983;15;Transportation Equipment Mfg.;Fabrication de matériel de transport;2458227;Longueuil;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2002;1964;PRATT & WHITNEY CANADA CIE;ÉTABLISSEMENT 02;333, d'Auvergne;;Longueuil;QC;J4H 3Y3;;;45.5456;-73.4983;1983;6;Other Manufacturing;Autres fabrication;2458227;Longueuil;462;Montréal;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;1979;Produits forestiers Résolu;Papeterie de Dolbeau;1 4ième Avenue;;Dolbeau-Mistassini;QC;G8L2R4;;;48.8791;-72.2189;1983;14;Pulp and Paper;Pâte à papier et papier;2492022;Dolbeau-Mistassini;411;Dolbeau-Mistassini;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2007;1980;DOMTAR INC.;USINE D'OTTAWA-HULL;3, rue Eddy;;Gatineau;QC;J8X3Y7;;;45.4238;-75.7198;1983;14;Pulp and Paper;Pâte à papier et papier;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2000;ArcelorMittal Exploitation minière Canada;Usine de Bouletage de Port-Cartier;186 Portage des Mousses;;Port-Cartier;QC;G5B2H3;;;50.0334;-66.791;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2497022;Port-Cartier;;;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2001;Produits forestiers Résolu;Abibow Canada , usine de Baie-Comeau;20 Marquette;;Baie-Comeau;QC;G4Z1K6;;;49.255;-68.1561;1983;14;Pulp and Paper;Pâte à papier et papier;2496020;Baie-Comeau;406;Baie-Comeau;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;2033;SIGNATURE ALUMINUM CANADA INC.;USINE SAINTE-THÉRÈSE;305, BOUL. LABELLE;;SAINTE-THÉRÈSE;QC;J7E2X8;;;45.6463;-73.8396;1983;1;Aluminum;Aluminium;2473010;Sainte-Thérèse;462;Montréal;2455;Laurentides;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2038;Alcoa Limitée;Aluminerie de Baie-Comeau;0 - 100  Maritime Route;;Baie-Comeau;QC;G4Z2L6;;;49.2583;-68.1461;1983;1;Aluminum;Aluminium;2496020;Baie-Comeau;406;Baie-Comeau;2480;Côte-Nord;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2091;Schering-Plough Canada inc.;Schering Division Pointe-Claire;3535 Transcanadienne Route;;Pointe-Claire;QC;H9R1B4;;;45.475;-73.8067;1983;3;Chemicals;Produits chimiques;2466097;Pointe-Claire;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2100;IAMGOLD Corporation;La Mine Niobec;3400 du Columbium Chemin;;Saint-Honoré;QC;G0V1L0;;;48.5322;-71.1578;1983;8;Mining and Quarrying;Extraction minière et exploitation en carrière;2494240;Saint-Honoré;408;Saguenay;2475;Saguenay - Lac-Saint-Jean;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2008;2149;SHUR-FAST FASTENERS;SHUR-FAST FASTENERS - LASALLE;9391 Wanklyn, suite 100;;LaSalle;QC;H8R1Z2;;;45.459;-73.6272;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2013;2195;BRENNTAG CANADA INC.;ST-AMBROISE (QS65);5070 St. Ambroise;;Montréal;QC;H4C2G1;;;45.4681;-73.5921;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2229;Suncor Energy Products Partnership;Montreal Sulphur Plant;11450 Cherrier;;Montréal-Est;QC;H1B1A6;;;45.6364;-73.5213;1983;3;Chemicals;Produits chimiques;2466007;Montréal-Est;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2006;2312;TUYAUX WOLVERINE (CANADA);USINE DE MONTRÉAL-EST;10930, rue Sherbrooke est;;Montréal-Est;QC;H1B1B4;;;45.6314;-73.5166;1983;7;Metals (Except Aluminum and Iron and Steel);Métaux (sauf aluminium et fer et acier);2466007;Montréal-Est;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2334;Univar Canada Ltd.;Valleyfield;100 McArthur;;Valleyfield;QC;J6S4M5;;;45.2636;-74.1053;1983;11;Other (Except Manufacturing);Autres (sauf fabrication);2470052;Salaberry-de-Valleyfield;465;Salaberry-de-Valleyfield;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2356;La Verrerie Walker Ltée.;LA VERRERIE WALKER LTÉE - ANJOU;9551 Ray-Lawson;;Anjou;QC;H1J1L5;;;45.6187;-73.5668;1983;6;Other Manufacturing;Autres fabrication;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2360;Waterville TG;Waterville TG Waterville;10  Dépôt Rue;;Waterville;QC;J0B3H0;;;45.2792;-71.8833;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2444080;Waterville;433;Sherbrooke;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2361;Waterville TG;Waterville TG Coaticook;500 Dionne;;Coaticook;QC;J1A2E8;;;45.1417;-71.8083;1983;13;Plastics and Rubber;Plastiques et caoutchouc;2444037;Coaticook;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2375;West Penetone Inc.;WEST PENETONE - ANJOU;10900 Secant;;Anjou;QC;H1J1S5;;;45.62;-73.5826;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2395;Grace Canada Inc.;GRACE CONSTRUCTION PRODUCTS - 2;255  Lafleur Avenue;;Montréal;QC;H8R3H4;;;45.4282;-73.6482;1983;3;Chemicals;Produits chimiques;2466023;Montréal;462;Montréal;2440;Montréal;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2413;Chemrec Inc.;CHEMREC;190  Brosseau;;Cowansville;QC;J2K0H6;;;45.2228;-72.7713;1983;3;Chemicals;Produits chimiques;2446080;Cowansville;437;Cowansville;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2420;Tarkett inc.;N/A;1001 Yamaska;;Farnham;QC;J2N1J7;;;45.283;-72.9637;1983;6;Other Manufacturing;Autres fabrication;2446112;Farnham;;;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2003;2439;WHIRLPOOL CANADA INC     ( INGLIS LIMITÉE );DIVISION DE MONTMAGNY;10, St-Jean Baptiste est;;Montmagny;QC;G5V 1J7;;;46.9783;-70.5625;1983;3;Chemicals;Produits chimiques;2418050;Montmagny;;;2425;Chaudière - Appalaches;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2456;Grace Canada Inc.;GRACE DAVISON;42 Fabre;;Salaberry-de-Valleyfield;QC;J6S4K7;;;45.2653;-74.1122;1983;3;Chemicals;Produits chimiques;2470052;Salaberry-de-Valleyfield;465;Salaberry-de-Valleyfield;2435;Montérégie;8;MixedWood Plain;Plaines à forêts mixtes;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2461;Mintech Canada Ltd.;Usine de PCC de Windsor;609 12th;;Windsor;QC;J1S2L9;;;45.5605;-71.976;1983;2;Cement, Lime and Other Non-Metallic Minerals;Ciment, chaux et autres produits minéraux non métalliques;2442088;Windsor;;;2430;Estrie;7;Atlantic Maritime;Maritime de l'Atlantique;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
2014;2475;ERCO Worldwide, A division of Superior Plus LP;Buckingham plant;101  Donaldson Road;;Gatineau;QC;J8L3X3;;;45.5907;-75.4238;1983;3;Chemicals;Produits chimiques;2481017;Gatineau;505;Ottawa - Gatineau;2460;Outaouais;6;Boreal Shield;Bouclier boréal;2;St. Lawrence Drainage Area;Aire de drainage du Saint-Laurent
